catalog_number,description,upc
DW1611,3/8IN x 6IN AIR DRILL BIT,885911248853
DW1612,7/16IN x 12IN AIR DRILL BIT,028874116122
DW1614,1/2 X 12IN AIRCRFT BLK OXIDE DRILL BIT,028874116146
DW1615,1/2 X 6IN AIR DRILL BIT,885911248860
DW1620,9/16IN S&D AIR DRILL BIT,028874116207
DW1622,5/8IN S&D AIR DRILL BIT,028874116221
DW1623,11/16IN S&D DRILL BIT,028874116238
DW1625,3/4IN S&D BLK OXIDE DRILL BIT,028874116252
DW1627,7/8 IN S&D DRILL BIT,028874116276
DW1629,1 IN S&D DRILL BIT,028874116290
DW1630,1IN SELF-FEED BIT,028874116306
DW1631,1-1/8IN SELF-FEED BIT,028874116313
DW1632,1-1/4IN SELF-FEED BIT,028874116320
DW1633,1-3/8IN SELF-FEED BIT,028874116337
DW1634,1-1/2IN SELF-FEED BIT,028874116344
DW1635,1-3/4IN SELF-FEED BIT,028874116351
DW1636,2IN SELF-FEED BIT,028874116368
DW1637,2-1/8IN SELF-FEED BIT,028874116375
DW1638,2-1/4IN SELF-FEED BIT,028874116382
DW1639,2-9/16IN SELF-FEED BIT,028874116399
DW1640,3IN SELF-FEED WOOD BIT,028874116405
DW1641,3-5/8IN SELF-FEED BIT,028874116412
DW1642,4-5/8IN SELF-FEED BIT,028874116429
DW1647,12IN SELF FEED BIT EXTENSION,028877373348
DW1648,5 PC. SELF FEED KIT,028877373355
DW1649,8 PC. SELF FEED KIT,028877373362
DW1665,5/8IN SHT PWR SHIP AUGER,028874116658
DW1667,3/4IN SHT PWR SHIP AUGER,028874116672
DW1669,7/8IN SHT PWR SHIP AUGER,028874116696
DW1671,1IN SHT POWER SHIP AUGER,028874316713
DW1673,1-1/8IN SHT PWR SHIP AUGR,028874116733
DW1674,1-1/4IN SHT PWR SHIP AUGR,028874116740
DW1675,1-3/8IN SHT PWR SHIP AUGR,028874116757
DW1676,1-1/2IN SHT PWR SHIP AUGR,028874116764
DW1680,9/16IN LG PWR SHIP AUGER,028874116801
DW1681,5/8IN LG PWR SHIP AUGER,028874116818
DW1682,11/16IN LG PWR SHIP AUGER,028874116825
DW1683,3/4IN LG PWR SHIP AUGER,028874116832
DW1684,13/16IN LG PWR SHIP AUGER,028874116849
DW1685,7/8IN LG PWR SHIP AUGER,028874116856
DW1686,15/16IN LG PWR SHIP AUGER,028874116863
DW1687,1IN LONG PWR SHIP AUGER,028874116870
DW1688,1-1/16IN LG PW SHIP AUGER,028874116887
DW1689,1-1/8IN LG PWR SHIP AUGER,028874116894
DW1690,1-1/4IN LG PWR SHIP AUGER,028874116900
DW1691,1-3/8IN LG PWR SHIP AUGER,028874116917
DW1692,1-1/2IN LG PWR SHIP AUGER,028874116924
DW16S219G-135M,3/4IN X 1IN WIDE CRWN STPLE 13.5M,885911415507
DW16S2-19GAL,"DWT STPL, 16GA, S2, 3/4, GAL",885911406826
DW16S2-25GAL,"DWT STPL, 16GA, S2, 1 IN, GAL",885911406833
DW16S2-38GAL,"DWT STPL, 16GA, S2, 1-1/2 IN, GAL",885911406840
DW1702,"1/8"" BRAD POINT",028877463346
DW1704,"3/16"" BRAD POINT",028877463353
DW1706,"1/4"" BRAD POINT",028877463360
DW1708,"5/16"" BRAD POINT",028877463377
DW1710,"3/8"" BRAD POINT",028877463384
DW1714,"1/2"" BRAD POINT",028877463391
DW1720,6 PC BRAD POINT SET,885911138901
DW1904,1/16IN SPLIT POINT DRILL BIT (2 PK),028877324159
DW1905,5/64IN SPLIT POINT DRILL BIT (2 PK),028877302201
DW1906,3/32IN SPLIT POINT DRILL BIT (2 PK),028877323282
DW1907,7/64IN SPLIT POINT DRILL BIT (2 PK),028877302317
DW1907B,7/64IN SPLIT POINT DRILL BIT (BULK 12),028877302478
DW1908,1/8IN SPLIT POINT DRILL BIT (2 PK),028877302331
DW1908B,1/8IN SPLIT POINT DRILL BIT (BULK 12),028877302485
DW1909,9/64IN SPLIT POINT DRILL BIT,028877302348
DW1909B,9/64' SPLIT POINT DRILL BIT (BULK 12),028877302492
DW1910,5/32IN SPLIT POINT DRILL BIT,028877302355
DW1911,11/64IN SPLIT POINT DRILL BIT,028877302362
DW1911B,11/64IN SPLIT POINT DRILL BIT (BULK 12),028877302515
DW1912,3/16IN PILOT POINT DRILL BIT,028877302119
DW1912B,3/16IN PILOT POINT DRILL BIT (BULK 12),028877302522
DW1913,13/64IN PILOT POINT DRILL BIT,028877302126
DW1913B,13/64IN PILOT POINT DRILL BIT (BULK 12),028877302539
DW1914,7/32IN PILOT POINT DRILL BIT,028877302133
DW1914B,7/32IN PILOT POINT DRILL BIT (BULK 12),028877302546
DW1915,15/64IN PILOT POINT DRILL BIT,028877302140
DW1915B,15/64IN PILOT POINT DRILL BIT (BULK 12),028877302553
DW1916,1/4IN PILOT POINT DRILL BIT,028877302157
DW1916B,1/4IN PILOT POINT DRILL BIT (BULK 12),028877302737
DW1917,17/64IN PILOT POINT DRILL BIT,028877323947
DW1917B,17/64IN PILOT POINT DRILL BIT (BULK 12),028877302577
DW1918,9/32IN PILOT POINT DRILL BIT,028877302164
DW1918B,9/32IN PILOT POINT DRILL BIT (BULK 12),028877302584
DW1919,19/64IN PILOT POINT DRILL BIT,028877323954
DW1919B,19/64IN PILOT POINT DRILL BIT (BULK 12),028877302591
DW1920,5/16IN PILOT POINT DRILL BIT,028877302171
DW1920B,5/16IN PILOT POINT DRILL BIT (BULK 6),028877302607
DW1921,21/64IN PILOT POINT DRILL BIT,028877323961
DW1922,11/32IN PILOT POINT DRILL BIT,028877323978
DW1922B,11/32IN PILOT POINT DRILL BIT (BULK 6),028877302621
DW1923,23/64IN PILOT POINT DRILL BIT,028877323985
DW1924,3/8IN PILOT POINT DRILL BIT,028877302188
DW1924B,3/8IN PILOT POINT DRILL BIT (BULK 6),028877302645
DW1925,25/64IN PILOT POINT DRILL BIT,028877323992
DW1925B,25/64IN PILOT POINT DRILL BIT (BULK 6),028877302669
DW1926,13/32IN PILOT POINT DRILL BIT,028877324005
DW1926B,13/32IN PILOT POINT DRILL BIT (BULK 6),028877302652
DW1927,27/64IN PILOT POINT DRILL BIT,028877324012
DW1927B,27/64IN PILOT POINT DRILL BIT (BULK 6),028877302676
DW1928,7/16IN PILOT POINT DRILL BIT,028877302195
DW1928B,7/16IN PILOT POINT DRILL BIT (BULK 6),028877302683
DW1929,29/64IN PILOT POINT DRILL BIT,028877324029
DW1930,15/32IN PILOT POINT DRILL BIT,028877324036
DW1930B,15/32IN PILOT POINT DRILL BIT (BULK 6),028877302706
DW1931,31/64IN PILOT POINT DRILL BIT,028877324043
DW1932,1/2IN PILOT POINT DRILL BIT,028877302409
DW1932B,1/2IN PILOT POINT DRILL BIT (BULK 6),028877302720
DW1956,16PC Drilling Pilot Point set STC,028877331089
DW1958,18PC GOLD FERROUS PILOT POINT SET,028877324050
DW1969,29PC GOLD FERROUS PILOT POINT INDEX SET,028877354248
DW2001,NO1 PHILLIPS BIT TIP,028874020016
DW2002,NO2 PHILLIPS BIT TIP,028874020023
DW2002B10,NO2 PHILLIPS 1IN BITTIP 10 PK BULK BAG,028877365008
DW2002BL,NO2 PHILLIPS INSERT BIT TIP (QTY 100),028877303765
DW2003,NO3 PHILLIPS BIT TIP,028874020030
DW2003BL,PHILLIPS INSERT BIT TIP #3 (BULK 100),028877312453
DW2004BL,DRYWALL INSERT BIT TIP #2 (BULK 100),028877312460
DW2006,NO6 SLOTTED BIT TIP,028874020061
DW2008,NO8 SLOTTED BIT TIP,028874020085
DW2014,DRYWALL DIMPLER,028877349954
DW2014B,DRYWALL DIMPLER - BULK,028877307725
DW2015,NO6 SLOTTED 2IN POWER BIT,028877338361
DW2016,NO8 SLOTTED 2IN POWER BIT,028877338378
DW2021,NO1 2IN POWER BITS,028874020214
DW2022,NO 2 2IN POWER BITS,028874020221
DW2022B,NO2 PHILLIPS POWER BT BULK,028874620223
DW2022B6,NO2 PHILLIPS 2IN BIT6 PK BULK BAG,028877364964
DW2023,NO3 2IN POWER BITS,028874020238
DW2023B,NO3 PHILLIPS POWER BIT BULK,028874620230
DW2024,NO2/8 2IN DBL ENDED BITS,028874020245
DW2024B,NO2/NO8 DBL ENDED PWR BIT,028874620247
DW2024B6,NO2 PHILLIPS/NO8 SLOTTED DOUBLE EDGE6PC,028877372105
DW2026,DECK BITS (3PK) POWER BIT,028874060180
DW2028,NO2 DOUBLE END SCWDRVR BIT,028874020283
DW2028B,#2 DBL ENDED PWR BIT BULK,028874620285
DW2029,#2 DBL END SCWDRVR BT 5PK,028874020290
DW2031,NO1 31/2IN PHIL POWER BIT,028874020313
DW2032,NO2 31/2IN PHIL POWER BIT,028874020320
DW2032B25,3-1/2IN #2 PHILLIPS POWER BIT,885911245418
DW2033,NO3 31/2IN PHIL POWER BIT,028874020337
DW2038,#8 3-1/2IN SLOT POWER BIT,028874020382
DW2040,NO10 31/2IN SLOT PWR BIT,028874020405
DW2043,Adjust Screw Depth Setter,028874020436
DW2045,3IN HOLDER W/RING,028874020450
DW2045B,3IN MAG BIT TIP HOLDER,028874620452
DW2046,MAGNETIC BIT TIP HOLDER (NO RET.RINGS),028877318110
DW2046B,"2"" MAGNETIC HOLDER BULK",028877318134
DW2050,3IN QUICK CHANGE HOLDER,028874020504
DW2054,COMPACT MAG DRIVE GUIDE,028874020542
DW2054B,Compact Magnetic Drive Guide - Bulk 25,028877349558
DW2055,MAGNETIC DRIVE GUIDE,028874020559
DW2055B,DRIVE GUIDE BULK(25),028874320550
DW2061,NO1 6IN PHILLIPS POWER BIT,028874020610
DW2062,NO2 6IN PHILLIPS POWER BIT,028874020627
DW2063,NO3 6IN PHILLIPS POWER BIT,028874020634
DW2065,#8-10 6IN SLTTD POWER BIT,028874020658
DW2067,7 PC STAR BIT TIP SET,028877338392
DW2067SCR,7PC SECURITY STAR SET,885911217033
DW2068,9 PC. HEX BIT TIP SET,028877338408
DW2095,MAGNETIC DRIVE GUIDE SET,028874020955
DW2097,14 PC DRIVE GUIDE SET,028877472140
DW2099CS,14pc Drive Guide & Holder Set - 16tips,885911061018
DW2105,5PC #2 PHIL BIT TIPS,028874021051
DW2115,5PC#2 PHIL 2IN BIT TIPS,028874021150
DW2125,25PC #2 PHIL BIT TIPS,028874021259
DW2149,28PC Impact Ready STC,885911085076
DW2153,34PC Impact Ready STC,885911074643
DW2161,21PC Screwdriving STC,028874121614
DW2162,29PC SCREWDRIVING STC,028874121621
DW2163,37PC Screwdriving STC,028877478449
DW2166,45PC Screwdriving STC,028877528144
DW2169,38PC Drill/Drive Impact Ready STC,885911013611
DW2176,37 PC SCREWDRIVING SET,885911024648
DW2200,#2 SQUARE RECESS BIT TIP,028874022003
DW2201,#1 SQUARE RECESS BIT TIP,028874022010
DW2202,#2 SQUARE RECESS BIT TIP,028874022027
DW2202B10,NO2 SQUARE RECESS 1IN BIT TIP10 PK,028877372099
DW2203,#3 SQUARE RECESS BIT TIP,028874022034
DW2211,#1 SQUARE RECESS POWER BT,028874022119
DW2212,#2 SQUARE RECESS POWER BT,028874022126
DW2212B,#2 SQUARE RECESS PWR BIT,028874622128
DW2213,#3 SQUARE RECESS POWER BT,028874022133
DW2215,NO2/NO2 DE PHIL/SQ REC 3PK,028874122154
DW2218,1/4 x 1-7/8 MAG SOCKET DRIVER,028874022188
DW2218B,1/4X1-7/8 MAG SOCKET DRVR,028874622180
DW2218IR,1/4X1-7/8 MAG IMPACT READY NUT DRIVER 1-,885911026413
DW2218IRB,"1/4"" IR NUT DRIVER SHORT 1-7/8"" BULK",885911237376
DW2219,5/16 x 1-7/8 MAG SOCKET DRIVER,028874022195
DW2219B,5/16X1-7/8 MAG SOCKET DRV,028874622197
DW2219IR,5/16X1-7/8 IMPACT READY MAG NUT DRV,885911026420
DW2219IRB,"5/16"" IR NUT DRIVER SHORT 1-7/8"" BULK",885911237383
DW2220,3/8 x 1-7/8 MAG SOCKET DRIVER,028874022201
DW2220B,3/8 IN MAGNETIC NUTSETTER - BULK,028874622203
DW2220IR,3/8X1-7/8 MAG IMPACT READY NUT DRIVER,885911026437
DW2221,1/4 x 2-9/16 SOCKET DRIVER,028874062894
DW2221B,1/4X2-9/16 MAG SCKT DRVR,028874622210
DW2221B25,"1/4"" x 2-9/16"" MAGNETIC NUT SETTER",885911245456
DW2221IR,1/4X2-9/16 MAG IMPACT READY NUT DRIVER,885911026451
DW2221IRB,"1/4"" IR NUT DRIVER LONG 2-9/16"" BULK",885911237413
DW2222,5/16 x 2-9/16 SOCKET DRIVER,028874062900
DW2222B,5/16X2-9/16 MAG SCKT DRVR,028874622227
DW2222B25,"5/16"" x 2-9/16"" MAGNETIC NUT SETTER",885911245463
DW2222IR,5/16X2-9/16 MAG IMPACT READY NUT DRIVER,885911026468
DW2222IRB,"5/16"" IR NUT DRIVER LONG 2-9/16"" BULK",885911237420
DW2223B,3/8X2-9/16 MAG SCKT DRVR,028874622234
DW2223IR,3/8X2-9/16 MAG IMPACT DRIVER,885911026475
DW2223IRB,"3/8"" IR NUT DRIVER LONG 2-9/16"" BULK",885911237437
DW2224,"3 PC NUTSETTER SET (1/4,5/16,3/8 STUBB)",028877338422
DW2225,EYE LAG DRIVER,028877307701
DW2227,"7/16"" 1-7/8"" NUTSETTER",028877503165
DW2227IR,7/16X1-7/8 MAG IMPACT READY NUT DRIVER,885911028011
DW2228B,"7/16"" 2-9/16"" NUTSETTER BULK",028877503196
DW2228IR,7/16X2-9/16IN MAG IMPACT READY NUT DRVR,885911028028
DW2229,4 PACK NUTSETTER,028877511740
DW2230IR,"1/2""X1-7/8"" MAG IMPACT READY NUT DRIVER",885911026444
DW2231,#1 SQ REC 3-1/2IN PWR BIT,028874022317
DW2232,#2 SQ REC 3-1/2IN PWR BIT,028874022324
DW2233,#3 SQ REC 3-1/2IN PWR BIT,028874022331
DW2234IR,1/2INX2-9/16 MAG IMPACT READY NUT DRIVER,885911026482
DW2235IR,5 PC MAG IMPACT READY NUTSETTER SET,885911085816
DW2262,DW SQ REC 6IN SCR PWR BIT,028874022621
DW2263,#3 SQ REC 6IN SCR PWR BIT,028874022638
DW22812,10PC 1/2 Drive Socket Set,885911146050
DW22838,10 PC 3/8IN DRIVE SOCKET SET,885911146043
DW22842,"3/8"" DEEP IMPACT READY SOCKET 1/2"" DRIVE",885911021043
DW2285,"7/16"" DEEP IMPACT READY SOCKET 3/8"" DRIV",885911019569
DW22852,"7/16"" DEEP IMPACT READY SOCKET 1/2"" DRIV",885911021050
DW2286,"1/2"" DEEP IMPACT READY SOCKET 3/8"" DRIVE",885911019576
DW22862,"1/2"" DEEP IMPACT READY SOCKET 1/2"" DRIVE",885911021067
DW2287,"9/16"" DEEP IMPACT READY SOCKET 3/8"" DRIV",885911020978
DW22872,"9/16"" DEEP IMPACT READY SOCKET 1/2"" DRIV",885911021074
DW22882,"5/8"" DEEP IMPACT READY SOCKET 1/2"" DRIVE",885911021081
DW2289,"11/16"" DEEP IMPACT READY SOCKET 3/8"" DRI",885911020992
DW2290,"3/4"" DEEP IMPACT READY SOCKET 3/8"" DRIVE",885911021005
DW22902,"3/4"" DEEP IMPACT READY SOCKET 1/2"" DRIVE",885911025683
DW22912,"13/16"" DEEP IMPACT READY SOCKET 1/2"" DRI",885911025690
DW22922,"7/8"" DEEP IMPACT READY SOCKET 1/2"" DRIVE",885911026307
DW22932,"15/16"" DEEP IMPACT READY SOCKET 1/2"" DRI",885911026314
DW22942,"1"" DEEP IMPACT READY SOCKET 1/2"" DRIVE",885911026321
DW22952,"1-1/16"" DEEP IMPACT READY SOCKET 1/2"" DR",885911026338
DW22962,"1-1/8"" DEEP IMPACT READY SOCKET 1/2"" DRI",885911026345
DW2298,"ADAPTOR 1/2"" SQ TO 1/4"" HEX RAPID LOAD",885911026369
DW2299,ADAPTOR 1/2IN SQ ANVIL TO 3/8IN SQ ANVIL,885911026376
DW2301,3/8 CHUCK KEY,028874002319
DW2304,1/2 CHUCK KEY,028874023048
DW2336,7PC 6-IN-1 DRIVE SET,028877513645
DW235G,1/2IN VSR DRILL 0-850 RPM,028875023504
DW245,1/2IN DRILL,028875002455
DW2503,20PC DRILL / DRIVE STC RAPID LOAD,885911216968
DW2507,6PC COMPACT RAPID LOAD SET,885911096171
DW2535,3 COUNTERSINK 6810,028874025356
DW2537,NO6 COUNTERSINK REPL. BIT,028874025370
DW2538,NO8 COUNTERSINK REPL BIT,028874025387
DW2539,NO10 COUNTERSINK REPL BIT,028874025394
DW2540,NO12 COUNTERSINK REPL BIT,028874025400
DW2541,1/4IN SOCKET ADAPTER,028874025417
DW2541IR,1/4IN HEX TO 1/4IN SQ IMP READY SOCKT AD,885911026406
DW2541IRB,"1/4"" HEX TO 1/4"" SOCKET ADAPTER BULK",885911237246
DW2542,3/8IN SOCKET ADAPTER,028874025424
DW2542IR,1/4IN HEX TO 3/8IN SQ IMP READY SOCKT AD,885911026383
DW2542IRB,"1/4"" HEX TO 3/8"" SOCKET ADAPTER BULK",885911237253
DW2547IR,1/4IN HEX TO 1/2IN SQ IMP READY SOCKT AD,885911026390
DW2547IRB,"1/4"" HEX TO 1/2"" SOCKET ADAPTER BULK",885911237260
DW255,HIGH SPEED VSR DRYWALL SCRUGUN,028877328997
DW2567-Z,#6 COUNTERSINK,028874025677
DW2568-Z,#8 COUNTERSINK,028874025684
DW2569-Z,#10 COUNTERSINK,028874025691
DW257,"ALL PURPOSE SCREWGUN 0-2,500",028876257007
DW2570,NO12 COUNTERSINK,028874025707
DW2571,3 PC MASONRY BIT SET,028874025714
DW2572,5/32IN MASONRY BIT,028874025721
DW2573,3/16IN MASONRY BIT,028874025738
DW2574,1/4IN MASONRY BIT,028874025745
DW2625B,T25 TORX INSERT BIT TIP-BULK 50,028877508238
DW2648,T15 TORX POWER BIT 1 PER CARD,028877508153
DW2660,T20 TORX POWER BIT 1 PER CARD,028877508160
DW2660-2,"T20 Torx 1"" Bit Tip Carded 2pk",885911061063
DW2665,T25 TORX POWER BIT 1 PER CARD,028877508177
DW2665B25,T25 STAR POWER BIT,885911245494
DW267,VERSA-CLUTCH SCRDVR,028875002677
DW2670,T30 TORX POWER BIT 1 PER CARD,028877508184
DW268,VSR VERSA-CLUTCH SCRUGUN,028875026802
DW269,VERSA CLUTCH SCREWDRIVER,028875002691
DW2701,#8 DRILL FLIP DRIVE COMPLETE UNIT,028877319339
DW2702,#10 DRILL FLIP DRIVE COMPLETE UNIT,028877319346
DW2710,#6 DRILL FLIP DRIVE COUNTERSINK,028877319353
DW2711,#8 DRILL FLIP DRIVE COUNTERSINK,028877319360
DW2712,#10 DRILL FLIP DRIVE COUNTERSINK,028877319377
DW272,"DRYWALL SCRUGUN 0-4,000",028875002721
DW2720,#6 DRILL FLIP DRIVE REPLACEMENT BIT,028877319384
DW2721,#8 DRILL FLIP DRIVE REPLACEMENT BIT,028877319391
DW2722,#10 DRILL FLIP DRIVE REPLACEMENT BIT,028877319407
DW2730,DRILL FLIP DRIVE PILOT SET,028877319414
DW2735P,12 PC Drill Flip Drive,028877552071
DW276,FRAMING DRYWL SCRDVR,028875002769
DW281,POS CLUTCH SCRDRVR,028875002813
DW3106P5D60I,"10"" COMBO PACK (2) 60T SAW BLADES",885911077781
DW3128P5D80I,12IN COMBO PACK (2) 80T SAW BLADES,885911077774
DW3174,20T PRESSURE TREATED BLD (7.250 X 20),028874031746
DW317K,VS ORBITAL JIGSAW W/ Contractor BAG,028877493107
DW3191,7-1/4 18T CARBIDE SAWBLD,028874031913
DW3192,7-1/4IN 18TOOTH SERIES BLADE - CARDED,028877322001
DW3278,RIP FENCE,028874032781
DW331K,HP JIGSAW KIT,028877452050
DW3325,7-1/4 STEEL COMBO SAW BLD,028874033252
DW3326,7-1/4 H.G PLYWOOD SAW BLD,028874033269
DW3329,7-1/4 NON-FERROUS SAW BLD,028874033290
DW3330,7-1/4 IRON/STEEL SAW BLD,028874033306
DW3508,"6-1/2""X1/8"" METAL ABRASIVE SAW BLD(BLK)",028877321288
DW3509,"6-1/2""X1/8"" CONC/MSRY ABRAS SAW BLD(BLK)",028877321295
DW3511,7 x 1/8 METAL ABRASIVE BLADE,028874035119
DW3521,7IN X 1/8IN MASONRY ABRASIVE BLADE,028874035218
DW3531,"8""X1/8"" METAL ABRASIVE SAW BLD(BLK)",028877321400
DW3532,"8""X1/8"" CONC/MSRY ABRASIVE SAW BLD(BLK)",028877321417
DW3578B10,10 PK - 07.250 24TH MRD YXL BULK,028874035782
DW3578P3,7 1/4IN 24T 3PK FRAMING BLADE,885911295109
DW3591B10,07.250 18TH MRX BXL BULK (10 PACK),028874035911
DW3592B10,7.250 18TH MRD YXL BULK ( 10 PACK),028874035928
DW3599B10,"7-1/4"" 24T UTHIN FRAMING BLD",885911256605
DW3700H,6TPI FAST/RHG WD JSB,028874537002
DW3703-5,6TPI TG U-SHK COBALT STEEL JS BLD (5 PK),028877314761
DW3703H,6TPI FST CLEAN WD JSB,028874537033
DW3703H2,FST CUT CLEAN FIN WD U-SK,028874437036
DW3705H,8 TPI HCS JIGSAW BLADE(5 PK),028877323244
DW3710-5,"4"" 10TPI U-SHANK COBALT JS BLD(5PK)",028877314792
DW3710H2,FN CUT SMTH FIN WD U-SHK,028874437104
DW3712H,10TPI DWN/LAM WD JSB,028874537125
DW3712H2,DWN CUT WD/LAM U-SHANK-2,028874437128
DW3724-5,18TPI U-SHK COBALT STEEL JS BLADE-5PACK,028877314983
DW3724H2,MED MET CUTTING U-SHK-2,028874437241
DW3726-5,24TPI U-SHK COBALT STEEL JS BLADE-5PACK,028877315911
DW3726H2,THIN MET CUT U-SHANK-2,028874437265
DW3728-5,32TPI U-SHK COBALT STEEL JS BLADE-5PACK,028877315935
DW3741C,10 PC T-SHANK JIG SAW BLADE SET W/CASE,885911085328
DW3742C,14 PC T-SHANK JIG SAW BLADE SET W/CASE,885911085335
DW3744C,10 PC U-SHANK JIG SAW BLADE SET W/CASE,885911085342
DW3750-5,6TPI T-SHK COBALT STEEL JS BLADE-5PACK,028877315959
DW3750H,FC ROUGH FNSH WD JIG BLD,028874437500
DW3750H2,FST CUT RGH FN WD T-SHK-2,028874637504
DW3753-5,6TPI TG T-SHK COBALT JIG SAW BLD-5PK,028877315980
DW3753H,CLEAN CUT WOOD JIG BLADE,028874437531
DW3753H2,FST CUT CLEAN FIN WD T-SK,028874637535
DW3755H,ALUMINUM/FBRGLASS JIG BLD,028874437555
DW3755H2,ALUM/FIBERGLASS PLST T-SK,028874637559
DW3760-5,10TPI TG T-SHK COBALT JIG SAW BLD-5PK,028877316017
DW3760H,FINE CUT SMTH FIN JIG BLD,028874537606
DW3760H2,FN CUT SMTH FIN WD T-SHK,028874637603
DW3762-5,10TPI DOWNCUTTING T-SHK COB JS BLD-5 PK,028877316031
DW3762H,LAMINATE DWN CTNG JIG BLD,028874437623
DW3762H2,DWN CUT WD/LAM T-SHANK-2,028874637627
DW3765H,TRIM COPING BLADES,028874437654
DW3765H2,TRIM COPING WOOD T-SHK-2,028874637658
DW3770-5,14TPI T-SHK COB STL JIG SAW BLD-5 PK,028877316086
DW3774-5,18TPI T-SHK COBALT JS BLD-5 PK,028877316109
DW3776-5,3IN 24 TPI T-SHK COBALT STEEL JS BLD-5PK,028877316123
DW3778-5,32TPI T-SHK BI-METAL JS BLADE 5-PK,028877316147
DW3795H,5 PC T SHANK JIGSAW BLADE ASSORTMENT,028877365015
DW3982,14TPI PORTABLE BND SW BLD,028874039827
DW3982B,"14TPI PORT BAND SB-44 7/8"",.020""MAT-100",028877373058
DW3982C,BAND SAW BLADE,885911245715
DW3983,18TPI PORTABLE BND SW BLD 3PK 44-7/8IN,028874039834
DW3983B,"18TPI PORT BAND SB-44 7/8"",.020""MAT-100",028877373065
DW3983C,BAND SAW BLADE,885911245722
DW3984,24TPI PORTABLE BND SW BLD,028874039841
DW3984C,BAND SAW BLADE,885911245739
DW3985,10/14TPI PORT BD SB 44 7/8IN.020INMAT-3,028877373089
DW3986,14/18TPI PORT BD SB 44 7/8IN.020INMAT-3,028877373102
DW3986B,"14/18TPI PORT BD SB 44 7/8"".020""MAT-100",028877373119
DW3986C,BAND SAW BLADE,885911245746
DW3989,"18TPI PORT BD SB 44-7/8IN .025""MAT-3 PK",028877373140
DW3992,14/18 TPI PORT BSB 44-7/8IN .025-3PK,028877373171
DW4301,5IN 80 GRIT 8 HOLE DISC (5 PACK),028874043015
DW4303,5IN 120 GRIT 8 HOLE DISC,028874043039
DW4304,5IN 150 GRIT 8 HOLE DISC,028874043046
DW4306,5IN 220 GRIT 8 HOLE DISC,028874043060
DW4307,5IN ASSORTMENT 8 HOLE DIS,028874043077
DW4309,5IN 80 GRIT 8 HOLE DISC (25 PACK),028874043091
DW4310,5IN 100 GRIT 8 HOLE DISC,028874043107
DW4311,5IN 120 GRIT 8 HOLE DISC,028874043114
DW4312,5IN 150 GRIT 8 HOLE DISC,028874043121
DW4314,5IN 220 GRIT 8 HOLE DISC,028874043145
DW4418,DSO-4 X 1/8 X 5/8 DEWALT DW4418 27 METAL,028874044180
DW4419,4X1/4IN DCW METAL GP(BLK),028874044197
DW4428,DSO- 4 x 1/8 x 5/8 DEWALT DW4428 27,028874044289
DW4429,4 x 1/4 x 5/8 MASONRY,028874044296
DW4514,4-1/2X1/4 METAL GP (BLK),028874045149
DW4514B5,4 1/2 X 1/4 X 7/8IN METAL GRINDING WHEEL,028877509440
DW4518,4-1/2 X 1/8 METAL GP (BLK),028874045187
DW451S2,16GA 1IN CROWN 2IN LATHING STAPLER,885911601733
DW4523,4-1/2X1/4X5/8-11 GEN PURP,028874045231
DW4524,4-1/2 X 1/4 MASRY (BLK),028874045248
DW4528,4-1/2 X 1/8 MASRY (BLK),028874045286
DW4541,4-1/2 X 1/4 X 7/8IN FAST CUTTING ABR,028877441719
DW4541B5,4-1/2 X 1/4 X 7/8IN FAST CUTTING ABR 5PK,885911290845
DW4542,4-1/2 X 1/4 X 5/8-11IN FAST CUTTING ABR,028877441726
DW4543,"5"" X 1/4"" X 7/8"" FAST CUTTING ABR",028877441733
DW4544,"5"" X 1/4"" X 5/8"" -11FAST CUTTING ABR",028877441740
DW4545,"6"" X 1/4"" X 7/8"" FAST CUTTING ABR",028877441757
DW4546,"6"" X 1/4"" X 5/8"" -11FAST CUTTING ABR",028877441764
DW4547,"7"" X 1/4"" X 7/8"" FAST CUTTING ABR",028877441771
DW4548,"7"" X 1/4"" X 5/8"" -11FAST CUTTING ABR",028877441788
DW4550,"9"" X 1/4"" X 5/8"" -11FAST CUTTING ABR",028877441801
DW4551,"4-1/2"" X 1/4"" X 5/8""-11 MASONRY",028877445892
DW4552,"4-1/2"" X 1/8"" X 5/8""-11 MASONRY",028877445908
DW45RN,DW PNEU ROOFING NAILER 3/4-1-3/4IN,885911449168
DW4619,5X1/4 GEN PURPOSE BULK,028874046191
DW4623,"5""X1/4""X5/8""-11 METAL GEN PURP GRIND WHL",028874046238
DW4624,"6""X1/4""X7/8"" METAL GEN PURP GRINDING WHL",028877321646
DW4626,6 X 1/4 X 5/8-11 IN GP GRINDING WHEEL,028877457970
DW46RN,PNEUMATIC COIL ROOFING NAILER,885911958714
DW4700,4IN DRY CUT DIAMOND WHEEL,028874061002
DW4701,4-1/2 DRY CUT DIAMOND WHL,028874061019
DW4702,7IN DRY CUT DIAMOND WHEEL,028874061026
DW47057,10IN CONTINUOUS XP7 TILE,885911741835
DW4706,4-1/2IN BACKING FLANGE,028874047068
DW4710,4IN TUCK POINT BLADE,028874047105
DW4711T,4IN XP TURBO SEG DIAMOND BLADE,885911526227
DW4712,7IN HIGH PERF ABRAS BLADE,028874047129
DW4712B,7IN MASONRY BLADE(BULK),028874247123
